x,y
1.5859999656677246,0.0
1.5858480808740607,0.02194892904180329
1.5703982155653637,0.0434785191075264
1.553659874248228,0.06454325700637871
1.5526178611881027,0.08603844485863424
1.5363143850259147,0.10648001159734743
1.5346936630410875,0.12773113609787967
1.5168541076402098,0.1474101909020893
1.5146688094256247,0.1683880815257667
1.4973095068545152,0.18747018661625955
1.4945716831073594,0.2081737597308596
1.4757327350252376,0.22641109933132889
1.4724580675423316,0.24681233853880116
1.4541435078449476,0.26448211865506727
1.4503440364248485,0.28458093488981256
1.446266777855339,0.3046252447973043
1.4263031448184442,0.32109714313908855
1.4217228343982735,0.34080524996192163
1.4168702187019055,0.3604480817075914
1.4117462271600465,0.38002187614720595
1.3909608186983655,0.3951505319842353
1.4006880939603645,0.41894737102498825
1.3794919511631647,0.43349498123680347
1.3733606304544572,0.45254449593292756
1.3669662673743777,0.47150733392176736
1.3603100866474382,0.4903798632149276
1.353393363144582,0.5091584691210088
1.3462174216390057,0.5278395549379367
1.3387836365524226,0.5464195426418444
1.3310934316918168,0.5648948735723796
1.323148279976739,0.5832620091142997
1.3149497031571953,0.6015174313752312
1.306499271522184,0.6196576438594574
1.297798603598935,0.6376791721376089
1.2888493658429092,0.655578564512128
1.2796532723186207,0.673352392678379
1.2702120843713376,0.6909972523812767
1.2605276102897285,0.7085097640673119
1.2506017049595182,0.7258865735318417
1.2541617334142117,0.751347045439408
1.2436436051397288,0.7686316540750366
1.2328872794422356,0.7857690452293161
1.2352671533809072,0.8115412449617777
1.223917796579821,0.8285586036672833
1.2123340204773232,0.8454172669689042
1.2127019090516113,0.8708634628390759
1.2005337427540408,0.8875628561597559
1.1881356359473254,0.9040922528799447
1.1881074562395746,0.9303125832830459
1.175118918547933,0.9466659164972528
1.1734551438555303,0.9724089538901647
1.159885430370772,0.9885554798089873
1.1581259745163168,1.0150586730125295
1.143967492172062,1.0309889715030365
1.14059239240052,1.0569171354803881
1.1258563026427502,1.0726007750666633
0.8444304167683266,0.8270800252571535
0.8223336147138837,0.8280438123749253
0.8107954209882546,0.8393449317207328
0.7881459304330507,0.8388247999614817
0.7764618107634274,0.8496517575539867
0.7752580687025736,0.8722752180432264
0.7631122571044976,0.8829206148673174
0.7604709218435615,0.9048801434296738
0.7579987693973986,0.9277077966212506
0.9478408875203301,1.193387531437898
0.912292172327677,1.1818511257494055
0.8772479356290812,1.1695640622409633
0.8266358439165914,1.1680899645043652
0.7928356238943158,1.15386810629591
0.7595907310070327,1.1389393339757616
0.7269142543674638,1.1233164402889377
0.702793036437748,1.119716936791182
0.6711146961168247,1.1028536107831834
0.6476603247378133,1.0982536332577157
0.6170233839596466,1.0801935193502845
0.5947562880132996,1.0755026219813828
0.5722668544506797,1.069523160451044
0.5431652747577702,1.0498074019743904
0.5218768688225959,1.0438072920269936
0.5004250598037497,1.036521013877197
0.4796985008900642,1.0297501797751727
0.4588467043083904,1.0216945299973377
0.4383110078506751,1.0132617624934104
0.4184821159804263,1.0053823598637028
0.3985848824121912,0.9962223613613468
0.3793810735216161,0.987640589718961
0.36014656078178353,0.9777824758245456
0.3465803694627274,0.9826729683753412
0.3281548491381579,0.9731614938575555
0.3097535653020767,0.9623792412492607
0.2920076490800626,0.9522329109682786
0.27880156801509653,0.9561828640614253
0.26127635842134256,0.9445288253484462
0.24412791468290054,0.9325757532399186
0.22760097469301005,0.9213027722355261
0.21482910915746126,0.9243643522273485
0.20201609699439205,0.927248886958203
0.18597511397729646,0.9142769325964877
0.17330446659713056,0.9167631179069078
0.15801861453186913,0.9042975649333576
0.14295300325021237,0.8906000544162591
0.1284420708778726,0.8776512277493659
0.11628380269617247,0.8793447107772261
0.1041032624567658,0.8808697712415969
0.09190278312167152,0.8822261170447498
0.07689977799750221,0.8525388171552206
0.06501793743461512,0.8525243107544854
0.05321347889461002,0.853342462484784
0.041398828275869735,0.8539971719116212
0.029576248460878855,0.8544883136372564
0.017436634428828205,0.8398189803285245
0.005701848515475483,0.8239802731225802
-0.005812620055372354,0.8399798624897737
-0.01679319456554237,0.8088257002006085
-0.028503947770991828,0.8235068466826028
-0.03989787237264957,0.8230335116821131
-0.05035058536291446,0.8074316337884792
-0.06151995013676795,0.806657498833235
-0.0726775318776643,0.8057288632343339
-0.08382119355276976,0.804645904855117
-0.09494880079538717,0.8034088311166606
-0.10605822231375539,0.8020178789580485
-0.11483044396065774,0.7846419195494874
-0.12567824294524688,0.7829776191084272
-0.1365019705371361,0.7811633534760734
-0.1445133099581821,0.7644605279497292
-0.09428322973434944,0.46350799682207533
-0.09877291360566375,0.4533650837324281
-0.10322666168788547,0.4441624213440536
-0.10888395103794185,0.4407496815003069
-0.11421340292629481,0.4362984106183755
-0.11864081989700159,0.4288931679199276
-0.1212059309037386,0.4156899335664321
-0.12782666743063417,0.4168408976407355
-0.13542146371453362,0.42074342376411233
-0.14059217962115614,0.4169338519852869
-0.14535090632403766,0.41211906005059085
-0.1531141486701158,0.4156982650298162
-0.15849382735042772,0.41260599628113376
-0.16827492381481454,0.4205859700743634
-0.1775379028754728,0.4265258544310242
-0.18540876885022417,0.42861707334087695
-0.19541956140009295,0.4351323858351441
-0.2035340667943754,0.4369186162419135
-0.3382543365158793,0.7006197252264958
-0.3479179413556964,0.69587146918886
-0.3644078632295536,0.704312346896586
-0.37412006628480265,0.6992017940319953
-0.3837606134128093,0.6939573217190883
-0.3858876715419714,0.6755551054504465
-0.4028193680759035,0.6830706621407742
-0.4044363172873395,0.6646166269416548
-0.41359533101533036,0.6589559148460294
-0.4308243836959913,0.665762212195522
-0.43999672429906683,0.6597362013567217
-0.45814578945176243,0.6667709204039588
-0.4673294732825835,0.6603667072847813
-0.4764236486113125,0.6538360128752512
-0.49442705757220323,0.6591797071452886
-0.5132789361112831,0.6649396135625525
-0.5317611675463094,0.6695185533690965
-0.5510993333160282,0.6744853672968552
-0.540436195531715,0.6430619523027725
-0.5290127216709042,0.6120674513475319
-0.526803472435986,0.5927284995711724
-0.524836940734158,0.5743084373305499
-0.5115074055002949,0.5443979636010681
-0.5078761531654986,0.5257592815239519
-0.50453375901674,0.5080371200750624
-0.4886551910166304,0.4786147983154345
-0.49523202782591164,0.471806379237775
-0.4789754985806775,0.44383720892112627
-0.473929438443799,0.4271239889996892
-0.46776259217799215,0.4099782082730339
-0.46197537151343754,0.39373563213239554
-0.4550603874098135,0.37709556884980266
-0.4602354992050782,0.370761796180753
-0.45351221121205826,0.355109343325541
-0.4456503544883009,0.33911025377410786
-0.43743497020701794,0.32339863791536533
-0.44186864876177656,0.31731392879445103
-0.4339138621386634,0.3025884062478546
-0.40990482017727636,0.27749422177069316
-0.4120343138100925,0.2706967398183592
-0.41152463727263566,0.2622812960728346
-0.4066085119179913,0.2513036090156505
-0.40661606642018766,0.2435967591811869
-0.4038942161383587,0.23443222751114096
-0.3940238584092747,0.22147052149612345
-0.3917805190320455,0.21312914776356937
